areaWithType,square_feet,transaction,status,floor,furnishing,facing,price_per_sqft,price
4,1190.0,23,Ready to Move,8 out of 13,Unfurnished,East,4034.0,4800000.0
4,1295.0,35,Poss. by Dec '25,New Property,Anand Aspire,2,3411.0,4420000.0
1,912.0,35,Poss. by Jun '24,New Property,East,"Garden/Park, Main Road",,2700000.0
2,756.0,23,36 X 21,Co-operative Society,3,2,5848.0,4420000.0
1,700.0,23,Ready to Move,4 out of 13,Unfurnished,North - East,3951.0,4700000.0
1,662.0,23,Poss. by Apr '26,Lower Basement out of 14,Unfurnished,East,3550.0,4280000.0
4,1381.0,23,Poss. by Jan '25,7 out of 11,Unfurnished,North - East,2691.0,3720000.000000001
1,859.0,23,Poss. by Apr '26,6 out of 14,Unfurnished,East,2544.0,3900000.0
1,700.0,15,Poss. by Jan '26,New Property,East,Main Road,3171.0,3900000.0
4,1250.0,23,Poss. by Apr '25,5 out of 14,Unfurnished,South -West,3561.0,4450000.0
1,1120.0,35,Poss. by Jul '24,New Property,East,Freehold,2500.0,2800000.0
4,1252.0,23,Ready to Move,6 out of 15,Unfurnished,South -West,3514.0,4400000.0
4,1100.0,23,Ready to Move,6 out of 13,Unfurnished,East,3273.0,3600000.0
4,768.0,30,Ready to Move,3 out of 5,Unfurnished,North - East,3060.0,2350000.0
2,1053.0,30,19.2 X 54.8,Freehold,3,1,2051.0,2160000.0
4,1250.0,35,8 out of 14,Resale,East,Garden/Park,3700.0,4630000.0
1,220.0,23,Ready to Move,4 out of 4,1 Covered,3,5795.0,2550000.0
1,620.0,30,Ready to Move,7 out of 10,1 Open,1,6774.0,4200000.0
4,685.0,30,Ready to Move,7 out of 12,Unfurnished,East,3351.0,2300000.0
4,1125.0,30,Ready to Move,3 out of 5,Semi-Furnished,East,3556.0,4000000.0
4,1278.0,23,Poss. by Aug '24,8 out of 13,Unfurnished,East,3521.0,4500000.0
4,1205.0,30,Ready to Move,7 out of 13,Furnished,East,3817.0,4600000.0
4,1250.0,30,Ready to Move,1 out of 5,Furnished,"Garden/Park, Main Road",3440.0,4300000.0
1,800.0,30,Ready to Move,1 out of 5,Furnished,1,,3800000.0
1,700.0,30,Ready to Move,8 out of 10,Furnished,East,3500.0,4200000.0
1,550.0,30,Ready to Move,5 out of 11,Unfurnished,East,3167.0,3800000.0
4,1250.0,30,Ready to Move,6 out of 10,Semi-Furnished,East,3200.0,4000000.0
4,1015.0,30,Ready to Move,9 out of 13,Unfurnished,East,3448.0,3500000.0
1,965.0,30,Ready to Move,6 out of 12,Semi-Furnished,South -West,3612.0,4500000.0
4,1170.0,30,Ready to Move,2 out of 5,Unfurnished,East,3248.0,3800000.0
4,1050.0,30,Ready to Move,6 out of 12,Unfurnished,East,3333.0,3500000.0
1,659.0,23,Ready to Move,8 out of 8,Unfurnished,West,2676.0,3040000.0
4,1180.0,23,Ready to Move,6 out of 14,Unfurnished,East,3991.0,4710000.0
4,1127.0,23,Ready to Move,6 out of 19,Unfurnished,East,3700.0,4170000.000000001
4,1300.0,35,Poss. by Dec '25,New Property,Anand Aspire,2,3411.0,4430000.0
1,960.0,35,Poss. by Oct '24,New Property,East,Main Road,,3600000.0
1,1500.0,23,Poss. by Apr '25,1 out of 1,Unfurnished,East,2933.0,4400000.0
1,600.0,23,Ready to Move,7 out of 13,Unfurnished,East,3300.0,3340000.0
1,698.0,23,Ready to Move,14 out of 14,Unfurnished,East,3204.0,4070000.000000001
4,1472.0,23,Poss. by Jun '25,7 out of 13,Unfurnished,East,2497.0,3680000.0
1,750.0,30,Ready to Move,4 out of 7,Unfurnished,East,2952.0,3100000.0
1,620.0,35,Ready to Move,New Property,East,Main Road,3999.0,4510000.0
4,1275.0,23,Poss. by Jun '24,5 out of 13,Unfurnished,East,3843.0,4900000.0
1,1440.0,35,Poss. by Jul '24,New Property,East,Freehold,2569.0,3700000.0
4,1050.0,30,Ready to Move,2 out of 5,Unfurnished,South -West,3048.0,3200000.0
4,1246.0,30,Ready to Move,7 out of 13,Unfurnished,North - East,3531.0,4400000.0
2,1467.0,30,26.7 X 54.9,Freehold,2,1,2045.0,3000000.0
4,1180.0,23,Poss. by Dec '24,5 out of 13,Unfurnished,East,3797.0,4480000.0
4,1246.0,30,Ready to Move,5 out of 12,Unfurnished,East,3291.0,4100000.0
4,685.0,23,Ready to Move,7 out of 12,Unfurnished,East,3628.0,2490000.0
4,1500.0,30,Ready to Move,2 out of 11,Unfurnished,West,2933.0,4400000.0
4,1250.0,23,Poss. by Jul '24,5 out of 14,Unfurnished,East,3600.0,4500000.0
4,997.0,30,Ready to Move,7 out of 13,Semi-Furnished,East,2508.0,2500000.0
4,1335.0,23,Poss. by Dec '24,5 out of 13,Unfurnished,East,3199.0,4270000.0
4,950.0,30,Ready to Move,2 out of 5,Semi-Furnished,East,3684.0,3500000.0
1,500.0,30,Ready to Move,4 out of 5,Semi-Furnished,East,3241.0,2350000.0
4,980.0,30,Ready to Move,4 out of 12,Unfurnished,South -West,2551.0,2500000.0
2,810.0,3,Freehold,Resale,2,7 m,1481.0,1200000.0
1,1000.0,30,Ready to Move,5 out of 13,Unfurnished,South -West,3652.0,4550000.0
1,570.0,30,Ready to Move,3 out of 14,Unfurnished,East,3691.0,4650000.0
4,690.0,30,Ready to Move,2 out of 7,Semi-Furnished,South -West,3696.0,2550000.0
1,582.0,23,Ready to Move,2 out of 10,Unfurnished,West,2891.0,3060000.0
4,1127.0,23,Ready to Move,6 out of 19,Unfurnished,East,3851.0,4340000.0
4,1533.0,23,Ready to Move,5 out of 13,Unfurnished,East,2740.0,4200000.0
4,1305.0,35,Poss. by Dec '25,New Property,Anand Aspire,2,3411.0,4450000.0
1,1064.0,35,Poss. by Oct '24,New Property,East,"Garden/Park, Main Road",,4200000.0
2,798.0,23,38 X 21,Co-operative Society,3,2,4851.0,3870000.000000001
1,700.0,23,Ready to Move,4 out of 12,Unfurnished,East,3361.0,4000000.0
1,732.0,23,Ready to Move,6 out of 13,Unfurnished,East,3300.0,4400000.0
4,1145.0,23,Poss. by Jan '25,3 out of 7,Unfurnished,North - East,2620.0,3000000.0
1,635.0,23,Ready to Move,7 out of 13,Unfurnished,East,3377.0,3900000.0
1,640.0,35,Ready to Move,New Property,East,Main Road,3985.0,4400000.0
4,1156.0,23,Ready to Move,9 out of 13,Unfurnished,South -West,4109.0,4750000.0
1,1440.0,35,Poss. by Oct '24,New Property,East,Freehold,2303.0,3320000.0000000005
4,1250.0,30,Ready to Move,8 out of 13,Unfurnished,East,3360.0,4200000.0
4,1256.0,30,Ready to Move,8 out of 13,Semi-Furnished,North - East,2727.0,3429999.9999999995
4,1278.0,35,2 out of 13,Resale,East,Garden/Park,3861.0,4930000.0
4,1170.0,30,Ready to Move,6 out of 13,Unfurnished,East,3350.0,3920000.000000001
4,1219.0,30,Ready to Move,6 out of 13,Unfurnished,East,3600.0,4390000.0
1,1135.0,30,Ready to Move,1 out of 13,Semi-Furnished,East,,3500000.0
4,997.0,30,Ready to Move,7 out of 13,Semi-Furnished,East,2859.0,2850000.0
4,950.0,30,Ready to Move,2 out of 5,Semi-Furnished,East,3706.0,3520000.0000000005
1,1500.0,23,Ready to Move,Ground out of 2,Unfurnished,East,2941.0,4410000.0
4,1200.0,30,Ready to Move,6 out of 13,Furnished,East,3417.0,4100000.0
2,981.0,30,135 X 75,Freehold,3,2,4281.0,4200000.0
1,900.0,30,Ready to Move,9 out of 19,Unfurnished,South -West,4034.0,4650000.0
4,1385.0,23,Ready to Move,8 out of 13,Unfurnished,East,3466.0,4800000.0
1,600.0,23,Ready to Move,4 out of 10,Unfurnished,East,2896.0,3160000.0
4,1190.0,23,Ready to Move,6 out of 13,Unfurnished,East,3450.0,4110000.0
4,1315.0,35,Poss. by Dec '25,New Property,Anand Aspire,2,3411.0,4490000.0
1,864.0,35,Poss. by Aug '24,New Property,East,Garden/Park,,2400000.0
1,1090.0,23,Poss. by Jun '25,Ground out of 1,Unfurnished,East,2983.0,3250000.0
1,420.0,23,Ready to Move,8 out of 10,Unfurnished,South -West,3600.0,2590000.0
1,704.0,23,Ready to Move,7 out of 14,Unfurnished,South -West,3164.0,4050000.0
4,1645.0,23,Poss. by Jan '25,5 out of 11,Unfurnished,North - East,2650.0,4360000.0
1,747.0,30,Ready to Move,4 out of 5,Semi-Furnished,East,2696.0,3100000.0
1,700.0,35,Ready to Move,New Property,East,Main Road,3551.0,4230000.0
4,1204.0,23,Poss. by Dec '24,5 out of 14,Unfurnished,South -West,3650.0,4400000.0
1,864.0,31,Poss. by Jul '24,New Property,East,Freehold,2929.0,2530000.0
1,1170.0,30,Ready to Move,8 out of 13,Unfurnished,East,,3900000.0
4,1190.0,30,Ready to Move,5 out of 14,Semi-Furnished,North,3950.0,4700000.0
4,1178.0,23,Poss. by Jul '24,5 out of 14,Unfurnished,East,3065.0,3610000.0
4,735.0,23,Poss. by Dec '24,6 out of 13,Unfurnished,East,3500.0,2570000.0
1,707.0,30,Ready to Move,6 out of 13,Unfurnished,East,3602.0,4390000.0
4,1150.0,30,Ready to Move,4 out of 5,Semi-Furnished,East,3478.0,4000000.0
1,1200.0,30,Ready to Move,1 out of 11,Semi-Furnished,East,,4000000.0
2,760.0,23,38 X 20,Freehold,3,2,6000.0,4560000.0
4,1150.0,30,Ready to Move,5 out of 13,Furnished,East,3130.0,3600000.0
4,496.0,30,Ready to Move,1 out of 6,1,,10081.0,5000000.0
1,950.0,30,Ready to Move,9 out of 15,Unfurnished,South -West,3473.0,3510000.0
4,1350.0,30,Ready to Move,3 out of 5,Semi-Furnished,East,2741.0,3700000.0
1,760.0,23,Ready to Move,Ground out of 1,Unfurnished,East,2276.0,3300000.0
4,1120.0,23,Ready to Move,2 out of 2,Unfurnished,East,4151.0,4650000.0
4,1335.0,35,Poss. by Dec '25,New Property,Anand Aspire,2,3411.0,4550000.0
1,1056.0,31,Poss. by Jun '24,New Property,East,Main Road,,3400000.0
1,920.0,23,Poss. by Jun '25,Ground out of 1,Unfurnished,East,2229.0,2050000.0
1,700.0,23,Ready to Move,1 out of 7,Furnished,South -West,3700.0,4340000.0
1,645.0,23,Ready to Move,4 out of 13,Unfurnished,East,3087.0,3640000.0
4,813.0,23,Poss. by Dec '25,8 out of 14,Unfurnished,North - East,3507.0,2850000.0
1,706.0,23,Poss. by Apr '25,9 out of 14,Unfurnished,East,3016.0,3800000.0
1,800.0,35,Poss. by Apr '25,New Property,East,Main Road,3311.0,4240000.0
4,1168.0,23,Ready to Move,5 out of 14,Unfurnished,East,4000.0,4670000.0
1,1100.0,35,Poss. by Aug '24,New Property,East,Freehold,3155.0,3470000.0000000005
4,1219.0,30,Ready to Move,6 out of 13,Unfurnished,East,3363.0,4100000.0
4,1191.0,30,Ready to Move,4 out of 5,Unfurnished,North - East,3023.0,3600000.0
4,1127.0,30,Ready to Move,16 out of 19,Unfurnished,East,3993.0,4500000.0
4,650.0,30,Ready to Move,5 out of 12,Furnished,East,3385.0,2200000.0
4,1219.0,30,Ready to Move,6 out of 13,Unfurnished,East,3600.0,4390000.0
4,1219.0,30,Ready to Move,7 out of 13,Semi-Furnished,East,3610.0,4400000.0
1,1040.0,30,Ready to Move,3 out of 5,Unfurnished,East,,2300000.0
2,800.0,23,20 X 40,Freehold,3,2,5340.0,4270000.0
4,1300.0,30,Ready to Move,7 out of 13,Furnished,East,3308.0,4300000.0
4,1180.0,30,Ready to Move,5 out of 5,Semi-Furnished,North,3220.0,3800000.0
4,1285.0,30,Ready to Move,12 out of 14,Semi-Furnished,East,3813.0,4900000.0
1,434.0,23,Ready to Move,8 out of 8,Unfurnished,West,2692.0,2010000.0
4,1173.0,30,Ready to Move,13 out of 14,Furnished,East,4092.0,4800000.0
1,912.0,35,Poss. by Oct '24,New Property,East,Main Road,,3410000.0
1,1500.0,23,Poss. by May '25,Ground out of 1,Unfurnished,East,2834.0,4250000.0
1,900.0,30,Ready to Move,6 out of 13,Semi-Furnished,South - East,3024.0,4550000.0
1,687.0,23,Ready to Move,5 out of 14,Unfurnished,East,3647.0,4320000.0
4,719.0,23,Poss. by Jan '25,3 out of 7,Unfurnished,North - East,2282.0,1639999.9999999998
1,367.0,23,Ready to Move,14 out of 14,Unfurnished,East,3781.0,2900000.0
1,420.0,35,Ready to Move,New Property,East,Main Road,3611.0,2570000.0
1,1260.0,35,Ready to Move,New Property,East,45 X 14 ft Sqft,2143.0,2700000.0
4,1385.0,23,Ready to Move,4 out of 13,Unfurnished,East,3610.0,5000000.0
4,1219.0,30,Ready to Move,5 out of 13,Unfurnished,North - East,3445.0,4200000.0
4,1127.0,30,Ready to Move,18 out of 19,Unfurnished,East,3985.0,4490000.0
4,1205.0,30,Ready to Move,8 out of 14,Unfurnished,South -West,3611.0,4350000.0
4,1219.0,30,Ready to Move,6 out of 13,Unfurnished,East,3619.0,4410000.0
4,1233.0,30,Ready to Move,1 out of 10,Furnished,East,3974.0,4900000.0
1,260.0,30,Ready to Move,1 out of 11,1,,7561.0,3100000.0
1,900.0,30,Ready to Move,5 out of 5,Semi-Furnished,South,3067.0,4600000.0
4,1266.0,30,Ready to Move,6 out of 12,Furnished,South -West,2844.0,3600000.0
4,1125.0,30,Ready to Move,5 out of 5,Semi-Furnished,North,2933.0,3300000.0
4,1252.0,30,Ready to Move,5 out of 13,Unfurnished,East,2875.0,3600000.0
1,434.0,23,Ready to Move,8 out of 8,Unfurnished,East,2692.0,2010000.0
1,912.0,23,Poss. by Oct '24,1 out of 2,Unfurnished,East,,3340000.0
2,6840.0,23,114 X 60,Co-operative Society,3,2,636.0,4350000.0
1,600.0,30,Ready to Move,7 out of 14,Unfurnished,North - East,3956.0,4000000.0
1,558.0,30,Ready to Move,Lower Basement out of 14,Unfurnished,East,3202.0,3250000.0
4,1045.0,30,Ready to Move,7 out of 8,Furnished,North - East,3254.0,3400000.0
1,710.0,23,Ready to Move,1 out of 13,Unfurnished,East,4196.0,4700000.0
1,447.0,35,Poss. by Apr '26,New Property,East,Garden/Park,3546.0,2850000.0
2,1800.0,3,45 X 40,New Property,2,Yes,2222.0,4000000.0
4,1178.0,23,Ready to Move,9 out of 13,Semi-Furnished,East,3650.0,4300000.0
4,1050.0,30,Ready to Move,3 out of 5,Unfurnished,North - East,3429.0,3600000.0
4,1219.0,30,Ready to Move,6 out of 13,Unfurnished,East,3624.0,4420000.0
4,1180.0,30,Ready to Move,4 out of 5,Unfurnished,East,3475.0,4100000.0
1,946.0,35,Ready to Move,Resale,East,"Pool, Garden/Park, Main Road",32381.0,3400000.0
1,1500.0,23,Ready to Move,Ground out of 2,Unfurnished,East,2948.0,4420000.0
4,1295.0,30,Ready to Move,6 out of 13,Furnished,South - East,3707.0,4800000.0
1,200.0,30,Ready to Move,Ground out of 6,1 Covered,,10101.0,4000000.0
4,1180.0,30,Ready to Move,9 out of 13,Unfurnished,East,3644.0,4300000.0
1,428.0,23,Ready to Move,8 out of 8,Unfurnished,South,2695.0,1990000.0
1,912.0,35,Poss. by May '25,Resale,East,"Garden/Park, Main Road",3509.0,3200000.0
2,798.0,23,38 X 21,Co-operative Society,3,2,4788.0,3820000.000000001
1,1600.0,23,Ready to Move,Ground out of 2,Unfurnished,North - East,3286.0,4600000.0
1,688.0,23,Ready to Move,2 out of 13,Unfurnished,East,3994.0,5000000.0
1,700.0,23,Ready to Move,3 out of 11,Furnished,East,2976.0,3500000.0
2,840.0,23,40 X 21,Freehold,1,2,5357.0,4500000.0
1,422.0,30,Ready to Move,4 out of 5,Unfurnished,East,4462.0,2900000.0
4,1505.0,30,Ready to Move,6 out of 12,Unfurnished,South -West,3056.0,4600000.0
4,1251.0,30,Ready to Move,8 out of 12,Furnished,East,2839.0,3550000.0
1,1500.0,23,Ready to Move,Ground out of 2,Unfurnished,East,2967.0,4450000.0
4,751.0,30,Ready to Move,6 out of 13,Furnished,East,3196.0,2400000.0
4,1110.0,30,Ready to Move,3 out of 5,Semi-Furnished,South -West,3784.0,4200000.0
1,600.0,30,Ready to Move,7 out of 12,Unfurnished,North - West,3462.0,3500000.0
1,815.0,23,Ready to Move,Ground out of 2,Unfurnished,East,2458.0,2950000.0
1,912.0,35,Poss. by Aug '24,New Property,East,Main Road,,3350000.0
2,820.0,23,41 X 20,Co-operative Society,3,2,5794.0,4750000.0
4,1143.0,23,Ready to Move,5 out of 10,Unfurnished,North - East,2582.0,2950000.0
4,650.0,30,Ready to Move,4 out of 5,Unfurnished,East,4462.0,2900000.0
4,1651.0,35,Poss. by Sep '24,New Property,Santvan Lexon,3,4100.0,6770000.0
4,1307.0,33,New Property,Unfurnished,2,2,4250.0,5560000.0
4,2063.0,35,Poss. by Dec '26,New Property,Sangini Epitome,3,4750.0,9800000.0
4,1651.0,23,Poss. by Jan '25,6 out of 14,Unfurnished,East,4101.0,6770000.0
1,929.0,23,Poss. by Feb '26,5 out of 13,Unfurnished,East,3681.0,6220000.0
1,832.0,23,Poss. by Mar '26,8 out of 14,Unfurnished,East,3749.0,6940000.000000001
4,1651.0,23,Ready to Move,6 out of 14,Unfurnished,East,4240.0,7000000.0
1,1764.0,35,Poss. by Nov '24,Resale,East,"Garden/Park, Main Road",3204.0,5650000.0
4,1351.0,23,Poss. by Apr '25,5 out of 13,Unfurnished,South -West,4251.0,5740000.0
4,1500.0,23,Poss. by Jul '25,3 out of 10,1 Covered,1,6191.0,9290000.0
1,925.0,23,Poss. by Dec '25,3 out of 14,Unfurnished,East,3400.0,5710000.0
1,721.0,23,Poss. by Jun '24,7 out of 14,Unfurnished,East,4249.0,5570000.0
4,1651.0,23,Poss. by Jun '25,5 out of 13,Unfurnished,East,4100.0,6770000.0
1,1650.0,30,Ready to Move,7 out of 10,Unfurnished,East,3125.0,5000000.0
4,847.0,30,Ready to Move,1 out of 13,Furnished,East,5903.0,5000000.0
4,1861.0,23,Poss. by Dec '24,5 out of 13,Unfurnished,East,4250.0,7909999.999999999
1,1000.0,30,Poss. by Dec '24,9 out of 14,Unfurnished,South -West,3951.0,6520000.0
1,2900.0,35,Poss. by Jun '24,New Property,North - East,"Garden/Park, Main Road",,8050000.0
4,1000.0,30,Ready to Move,2 out of 4,Unfurnished,North,9000.0,9000000.0
1,1600.0,30,Ready to Move,1 out of 1,Unfurnished,East,2800.0,7000000.0
1,1755.0,35,Ready to Move,Resale,West,Freehold,3989.0,7000000.0
1,850.0,30,Ready to Move,1 out of 2,Unfurnished,East,7353.0,7500000.0
4,1820.0,30,Ready to Move,1 out of 7,Furnished,3,3846.0,7000000.0
1,900.0,30,Ready to Move,1 out of 9,Semi-Furnished,East,4333.0,5200000.0
4,1773.0,23,Ready to Move,8 out of 14,Unfurnished,East,4250.0,7540000.000000001
1,1030.0,35,Ready to Move,New Property,East,Garden/Park,4210.0,7450000.0
4,1651.0,23,Poss. by Dec '24,5 out of 14,Unfurnished,South -West,4200.0,6930000.0
4,1540.0,30,Ready to Move,3 out of 14,Furnished,North - East,3896.0,6000000.0
4,1389.0,23,Poss. by Dec '26,8 out of 13,Unfurnished,East,4860.0,6750000.0
1,665.0,30,Poss. by Jun '25,4 out of 13,Unfurnished,South -West,4257.0,5150000.0
1,1800.0,35,Poss. by Jul '24,New Property,East,Freehold,2778.0,5000000.0
4,1389.0,23,Poss. by Dec '25,5 out of 13,Unfurnished,South -West,4851.0,6740000.000000001
4,1050.0,30,Ready to Move,7 out of 12,Furnished,East,5238.0,5500000.0
4,1305.0,23,Poss. by Jun '26,4 out of 13,Unfurnished,East,3851.0,5030000.0
1,1300.0,30,Ready to Move,1 out of 30,Furnished,East,,6630000.0
2,855.0,37,Resale,3,,,9357.0,8000000.0
4,950.0,30,Ready to Move,1 out of 2,1,,10526.0,10000000.0
4,1326.0,30,Ready to Move,9 out of 14,Unfurnished,East,3771.0,5000000.0
4,1445.0,23,Poss. by Dec '24,7 out of 14,Unfurnished,East,3500.0,5060000.0
4,1750.0,23,Ready to Move,4 out of 13,Unfurnished,East,3486.0,6100000.0
4,1326.0,30,Ready to Move,1 out of 15,Unfurnished,North - West,3846.0,5100000.0
4,1209.0,23,Ready to Move,9 out of 14,Unfurnished,South -West,4200.0,5080000.0
4,1630.0,30,Ready to Move,2 out of 12,Unfurnished,South -West,3129.0,5100000.0
4,1767.0,30,Ready to Move,4 out of 12,Furnished,East,4471.0,7900000.0
1,1250.0,30,Ready to Move,7 out of 12,Semi-Furnished,South -West,4550.0,9100000.0
4,1651.0,23,Poss. by Sep '24,7 out of 13,Unfurnished,East,4100.0,6770000.0
1,1105.0,30,Ready to Move,7 out of 10,Unfurnished,East,4956.0,8450000.0
1,240.0,30,Ready to Move,Ground out of 4,1 Covered,,12708.0,6100000.0
4,1354.0,30,Ready to Move,5 out of 12,Furnished,East,3988.0,5400000.0
4,1900.0,23,Poss. by Dec '24,7 out of 14,Unfurnished,East,2800.0,5320000.0
4,1320.0,23,Poss. by Nov '25,10 out of 20,Unfurnished,South -West,3973.0,5240000.0
1,837.0,31,Ready to Move,Resale,East,"Garden/Park, Main Road",,8000000.0
1,1450.0,30,Ready to Move,7 out of 8,Furnished,3,4114.0,7200000.0
4,1310.0,30,Ready to Move,13 out of 15,Furnished,"Garden/Park, Main Road",6031.0,7900000.0
1,861.112,31,Ready to Move,Resale,East,Main Road,9900.0,9900000.0
4,1861.0,23,Poss. by Feb '25,7 out of 13,Unfurnished,East,4299.0,8000000.0
4,1340.0,30,Ready to Move,1 out of 14,Semi-Furnished,East,4179.0,5600000.0
1,630.0,35,Ready to Move,New Property,East,"Pool, Garden/Park, Main Road",,8500000.0
1,1500.0,30,Ready to Move,1 out of 2,Semi-Furnished,South,13393.0,7500000.0
1,935.0,23,Ready to Move,8 out of 13,Unfurnished,North - East,4888.0,8309999.999999999
1,701.0,35,Ready to Move,New Property,North - East,Freehold,4070.0,5190000.0
4,1650.0,30,Ready to Move,2 out of 13,Unfurnished,East,4242.0,7000000.0
1,850.0,30,Ready to Move,6 out of 12,Semi-Furnished,East,4385.0,5700000.0
4,1206.0,23,Poss. by Nov '25,6 out of 14,Unfurnished,East,4271.0,5150000.0
4,1375.0,38,Ready to Move,Resale,,,4364.0,6000000.0
4,1380.0,30,Ready to Move,7 out of 10,Semi-Furnished,"Garden/Park, Main Road",4348.0,6000000.0
4,945.0,30,Ready to Move,Ground out of 2,Semi-Furnished,2,5503.0,5200000.0
4,550.0,30,Ready to Move,Ground out of 2,"1 Covered,",1,14727.0,8100000.0
4,1267.0,30,Ready to Move,2 out of 4,Furnished,North - West,3946.0,5000000.0
1,1722.224,30,Ready to Move,1 out of 1,Furnished,East,7905.0,7400000.0
1,1820.0,23,Ready to Move,1 out of 7,Furnished,South,3846.0,7000000.0
4,1320.0,30,Poss. by Dec '25,20 out of 21,Unfurnished,Santvan Lexon,4167.0,5500000.0
2,962.0,30,37 X 26,Freehold,1,1,10395.0,10000000.0
1,783.0,30,Ready to Move,5 out of 5,Unfurnished,North - East,,5000000.0
1,1425.0,30,Ready to Move,6 out of 10,Furnished,East,5217.0,9000000.0
4,700.0,30,Ready to Move,Ground out of 2,Furnished,East,8571.0,6000000.0
1,1800.0,31,Ready to Move,Resale,2,1,4193.0,7850000.0
4,1350.0,30,Ready to Move,1 out of 3,Unfurnished,East,5926.0,8000000.0
4,1585.0,30,Ready to Move,1 out of 7,Furnished,East,4101.0,6500000.0
4,1280.0,30,Ready to Move,5 out of 13,Semi-Furnished,East,3984.0,5100000.0
1,800.0,15,Ready to Move,Resale,South -West,Garden/Park,4365.0,5500000.0
4,440.0,30,Ready to Move,Ground out of 3,100 Covered,,15023.0,6609999.999999999
4,882.6397999999999,30,Ready to Move,1 out of 2,Furnished,North - West,9630.0,8500000.0
1,1500.0,30,Ready to Move,2 out of 7,Furnished,Main Road,4121.0,7500000.0
1,1110.0,30,Ready to Move,7 out of 8,Unfurnished,East,,5500000.0
4,1950.0,30,Ready to Move,Ground out of 3,Unfurnished,4,3487.0,6800000.0
1,1450.0,30,Ready to Move,6 out of 11,Furnished,North - East,5000.0,6500000.0
4,1322.0,30,Ready to Move,2 out of 3,2,,5295.0,7000000.0
2,4050.0,30,180 X 22.5,Co-operative Society,1,Yes,1481.0,6000000.0
4,1600.0,30,Ready to Move,Ground out of 1,Semi-Furnished,2,3438.0,5500000.0
4,1775.0,30,Ready to Move,Ground out of 2,Semi-Furnished,West,4056.0,7200000.0
4,320.0,30,Ready to Move,Ground out of 2,1,,18750.0,6000000.0
1,1650.0,30,Ready to Move,8 out of 9,Semi-Furnished,East,4000.0,9000000.0
4,785.7647,30,Ready to Move,1 out of 1,Unfurnished,2,12726.0,10000000.0
4,1800.0,30,Ready to Move,1 out of 1,Semi-Furnished,3,4167.0,7500000.0
1,310.0,30,Ready to Move,Ground out of 4,,,11354.0,5200000.0
2,675.0,16,Co-operative Society,New Property,,,8593.0,5800000.0
1,1048.0,30,Ready to Move,3 out of 13,Unfurnished,East,4611.0,8600000.0
1,648.0,23,Ready to Move,Ground out of 2,Unfurnished,East,112500.0,8100000.0
4,1550.0,30,Ready to Move,6 out of 8,Furnished,3,3548.0,5500000.0
1,2200.0,30,Poss. by Apr '25,3 out of 3,Unfurnished,4,,10000000.0
1,1300.0,30,Ready to Move,4 out of 10,Furnished,Main Road,3567.0,5350000.0
1,385.0,30,Ready to Move,2 out of 2,Unfurnished,North,4413.0,8300000.0
1,797.0,31,Ready to Move,Resale,3,1,,5000000.0
4,796.5286,30,Ready to Move,Ground out of 3,Semi-Furnished,East,11299.0,9000000.0
4,970.0,30,Ready to Move,4 out of 14,Unfurnished,3,8454.0,8200000.0
4,1890.0,30,Ready to Move,Ground out of 3,Furnished,4,2910.0,5500000.0
4,1750.0,30,Ready to Move,2 out of 10,Furnished,South -West,4857.0,8500000.0
4,1280.0,38,Ready to Move,Resale,,,3906.0,5000000.0
